Gate_to_Gate_Ratio, NP_Ratio_1, NP_Ratio_2, Buffer_Gate_Delay
             4.100,      1.200,      1.720, 5.82E+00
             4.100,      1.300,      1.720, 5.82E+00
             4.100,      1.380,      1.720, 5.82E+00
             4.100,      1.400,      1.720, 5.82E+00
             4.100,      1.400,      1.720, 5.82E+00
             4.100,      1.420,      1.720, 5.82E+00
             4.100,      1.440,      1.720, 5.82E+00
             4.100,      1.480,      1.720, 5.82E+00
             4.100,      1.500,      1.720, 5.82E+00
             4.100,      1.500,      1.720, 5.82E+00
             4.100,      1.520,      1.720, 5.82E+00
             4.100,      1.600,      1.720, 5.82E+00
